,Id,Texto,Sentimento,Timestamp,Usuario,Plataforma,Hashtags,Retweets,Curtidas,Pais,Ano,Mes,Dia,Hora
384,389,Sussurros de inspiração vindos do farfalhar das folhas em uma floresta serena.,Inspiração,2016-11-15 11:45:00, ForestDreamer   ,Facebook, #Inspiration #ForestWhispers            ,28.0,55.0,Portugal,2016,11,15,11
385,390,Saboreando o calor de uma xícara de chocolate quente em uma noite fria de inverno.,Aconchego,2020-01-12 18:00:00, WinterWarmth    ,Instagram, #Coziness #WarmWinterEvening           ,30.0,60.0,Switzerland,2020,1,12,18
386,391,Gratidão sincera pelas risadas compartilhadas durante uma reunião de família.,Gratitude,2017-12-28 19:15:00, FamilyGatherer ,Facebook, #Gratitude #FamilyLaughter              ,22.0,45.0,Austria,2017,12,28,19
387,392,"Embarcar numa aventura culinária, saboreando sabores exóticos de todo o mundo.",Aventura,2019-03-02 20:20:00, CulinaryExplorer ,Twitter, #Adventure #CulinaryJourney             ,35.0,70.0,Belgium,2019,3,2,20
388,393,A euforia toma conta quando a última peça do quebra-cabeça se encaixa.,Euforia,2022-06-08 15:30:00, PuzzleSolver    ,Instagram, #Euphoria #PuzzleCompletion            ,20.0,40.0,Denmark,2022,6,8,15
389,394,Inspirado pela grandiosidade da arquitetura intrincada de uma antiga catedral.,Deslumbramento,2018-08-18 14:45:00, CathedralVisitor ,Facebook, #Awe #ArchitecturalGrandeur            ,18.0,35.0,Czech Republic,2018,8,18,14
390,395,Cativado pela beleza etérea de um campo repleto de vaga-lumes.,Encantamento,2022-08-10 22:00:00, NightSkyObserver ,Instagram, #Enchantment #FireflyField              ,25.0,50.0,Brasil,2022,8,10,22
391,396,Imerso nas melodias encantadoras do violino de um músico de rua.,Melódico,2019-04-05 17:30:00, MusicLover      ,Twitter, #Melodic #StreetMusic                   ,18.0,35.0,France,2019,4,5,17
392,397,Risadas alegres ressoam em um animado carnaval de verão.,Alegria Festiva,2020-12-15 15:45:00, CarnivalGoer    ,Facebook, #FestiveJoy #SummerCarnival             ,22.0,45.0,Japan,2020,12,15,15
393,398,Explorando o universo interior durante uma sessão de meditação consciente.,Jornada Interior,2017-10-20 08:15:00, MindfulExplorer ,Instagram, #InnerJourney #MeditationBliss          ,35.0,70.0,Canadá,2017,10,20,8
394,399,Voando como um espírito livre nos ventos de um penhasco costeiro.,Freedom,2021-02-28 13:00:00, CoastalExplorer ,Twitter, #Freedom #CoastalAdventure              ,30.0,60.0,Austrália,2021,2,28,13
395,400,Deslumbrado com a elegância dos trajes deslumbrantes de um baile de máscaras.,Brilho,2018-06-12 20:30:00, MasqueradeAttendee ,Facebook, #Dazzle #MasqueradeElegance            ,28.0,55.0,Reino Unido,2018,6,12,20
396,401,Delícia extravagante em um mundo de contos de fadas extravagantes.,Capricho,2016-03-08 14:20:00, FairyTaleAdventurer ,Instagram, #Whimsy #FairyTaleMagic                 ,20.0,40.0,EUA,2016,3,8,14
397,402,Contemplação reflexiva em meio às ruínas de uma época esquecida.,Reflexão,2023-04-18 17:10:00, RuinsExplorer   ,Twitter, #Reflection #ForgottenEra               ,18.0,35.0,Greece,2023,4,18,17
398,403,Aproveitando a adrenalina nas reviravoltas selvagens de uma montanha-russa.,Adrenalina,2020-07-25 12:45:00, ThrillSeeker    ,Facebook, #Adrenaline #RollercoasterThrills      ,22.0,45.0,Germany,2020,7,25,12
399,404,A harmonia ressoa enquanto os músicos tocam uma sinfonia de unidade.,Harmonia,2019-11-30 19:30:00, MusicHarmonist  ,Instagram, #Harmony #MusicalUnity                   ,35.0,70.0,Sweden,2019,11,30,19
400,405,Uma explosão de criatividade artística na quietude do ateliê de um artista.,Surto Artístico,2015-09-01 16:00:00, StudioArtist    ,Twitter, #ArtisticBurst #StudioCreativity       ,15.0,30.0,Italy,2015,9,1,16
401,406,Alegria radiante semelhante às flores desabrochando em uma manhã ensolarada de primavera.,Resplendor,2022-05-05 10:15:00, SpringEnthusiast ,Facebook, #Radiance #SpringBlooms                 ,25.0,50.0,Netherlands,2022,5,5,10
402,407,Inspirado pela vastidão do cosmos em uma noite de observação de estrelas.,Maravilha,2018-07-08 23:00:00, CosmosExplorer  ,Instagram, #Wonder #StargazingAdventure            ,40.0,80.0,South Africa,2018,7,8,23
403,408,Rejuvenescido pela brisa salgada e pelo som das ondas à beira-mar.,Rejuvenescimento,2021-09-20 14:30:00, SeaBreezeLover ,Twitter, #Rejuvenation #SeasideEscape            ,18.0,35.0,Spain,2021,9,20,14
404,409,Sussurros de inspiração vindos do farfalhar das folhas em uma floresta serena.,Inspiração,2016-11-15 11:45:00, ForestDreamer   ,Facebook, #Inspiration #ForestWhispers            ,28.0,55.0,Portugal,2016,11,15,11
405,410,Saboreando o calor de uma xícara de chocolate quente em uma noite fria de inverno.,Aconchego,2020-01-12 18:00:00, WinterWarmth    ,Instagram, #Coziness #WarmWinterEvening           ,30.0,60.0,Switzerland,2020,1,12,18
406,411,Gratidão sincera pelas risadas compartilhadas durante uma reunião de família.,Gratitude,2017-12-28 19:15:00, FamilyGatherer ,Facebook, #Gratitude #FamilyLaughter              ,22.0,45.0,Austria,2017,12,28,19
407,412,"Embarcar numa odisseia culinária, saboreando sabores de todo o mundo.",Odisseia Culinária,2019-03-02 20:20:00, CulinaryExplorer ,Twitter, #CulinaryOdyssey #FlavorsAroundTheWorld ,35.0,70.0,Belgium,2019,3,2,20
408,413,A euforia toma conta quando a peça final do quebra-cabeça se encaixa perfeitamente.,Euforia,2022-06-08 15:30:00, PuzzleSolver    ,Instagram, #Euphoria #PerfectPuzzle               ,20.0,40.0,Denmark,2022,6,8,15
409,414,Impressionado com a grandiosidade da arquitetura intrincada de uma antiga catedral.,Deslumbramento,2018-08-18 14:45:00, CathedralVisitor ,Facebook, #Awe #ArchitecturalGrandeur            ,18.0,35.0,Czech Republic,2018,8,18,14
410,415,Curiosidade despertada pelos mistérios de um antigo sítio arqueológico.,Curiosidade,2015-11-08 10:00:00, ArchaeologyEnthusiast ,Instagram, #Curiosity #AncientMysteries          ,18.0,35.0,Austrália,2015,11,8,10
411,416,Tonto de excitação enquanto os primeiros flocos de neve dançam no céu.,Excitement,2020-12-02 17:30:00, SnowfallEnthusiast ,Twitter, #Excitement #SnowfallMagic             ,22.0,45.0,Canadá,2020,12,2,17
412,417,O contentamento envolve enquanto o aroma do pão recém-assado preenche o ar.,Contentamento,2017-06-10 12:15:00, BreadLover     ,Instagram, #Contentment #FreshBreadAroma          ,28.0,55.0,France,2017,6,10,12
413,418,Inspirado na resiliência de uma árvore solitária que se ergue em meio a uma tempestade.,Resiliência,2021-04-15 14:20:00, NatureResilient ,Facebook, #Resilience #StandingTall              ,35.0,70.0,EUA,2021,4,15,14
414,419,"Perdido nas páginas de um romance cativante, transportado para outro mundo.",Imersão,2019-09-28 19:45:00, Bookworm       ,Twitter, #Immersion #CaptivatingNovel           ,20.0,40.0,Reino Unido,2019,9,28,19
415,420,Encharcado de nostalgia enquanto folheava um antigo álbum de fotos de família.,Nostalgia,2016-12-05 21:00:00, FamilyHistorian ,Instagram, #Nostalgia #FamilyPhotoAlbum           ,25.0,50.0,India,2016,12,5,21
416,421,Centelha de inspiração acende como uma estrela cadente no céu noturno.,Faísca,2018-02-10 23:30:00, NightSkyWatcher ,Facebook, #Spark #InspirationIgnited             ,30.0,60.0,Austrália,2018,2,10,23
417,422,Imbuída de gratidão pelo simples prazer de uma xícara de chá quentinho.,Gratitude,2023-02-15 08:30:00, TeaEnthusiast  ,Twitter, #Gratitude #WarmTea                    ,18.0,35.0,Japan,2023,2,15,8
418,423,Maravilhe-se com o caleidoscópio de cores em um vibrante mercado de rua.,Maravilha,2015-08-22 15:00:00, MarketExplorer ,Instagram, #Marvel #ColorfulStreetMarket          ,22.0,45.0,Brasil,2015,8,22,15
419,424,Inundado de serenidade enquanto o sol se põe em um retiro tranquilo à beira do lago.,Serenidade,2020-11-20 18:45:00, LakesideRetreater ,Facebook, #Serenity #TranquilSunset              ,28.0,55.0,Germany,2020,11,20,18
420,425,Afogando-se na tristeza enquanto memórias de amor perdido ressurgem.,Coração Partido,2019-08-05 21:00:00, LostInLove      ,Instagram, #Heartbreak #LostLove                    ,15.0,30.0,EUA,2019,8,5,21
421,426,A dormência se instala à medida que o peso da solidão fica mais pesado.,Solidão,2021-02-12 16:45:00, SolitudeSeeker ,Twitter, #Loneliness #HeavyHeart                  ,18.0,35.0,Canadá,2021,2,12,16
422,427,"As lágrimas caem como gotas de chuva, lamentando o fim de uma amizade querida.",Luto,2020-11-28 14:20:00, FriendshipsEnd  ,Facebook, #Grief #LostFriendship                  ,22.0,45.0,Reino Unido,2020,11,28,14
423,428,"O desespero turva a mente, sentindo-se à deriva em um mar sem fim de escuridão.",Desespero,2016-05-15 22:30:00, LostInDarkness  ,Instagram, #Despair #EndlessDarkness               ,28.0,55.0,Austrália,2016,5,15,22
424,429,"Despedaçada pela traição, a confiança desmorona como vidro frágil.",Betrayal,2018-09-10 13:15:00, BrokenTrust     ,Twitter, #Betrayal #ShatteredTrust               ,22.0,45.0,Germany,2018,9,10,13
425,430,"Coração dolorido, a sinfonia da dor toca no silêncio da solidão.",Sofrimento,2022-03-20 19:30:00, SilentSufferer  ,Facebook, #Suffering #HeartacheSymphony          ,25.0,50.0,Brasil,2022,3,20,19
426,431,"Tempestade emocional, um turbilhão de tristeza envolve cada pensamento.",EmotionalStorm,2017-07-18 17:45:00, StormyFeelings  ,Instagram, #EmotionalStorm #SadnessWhirlwind      ,30.0,60.0,India,2017,7,18,17
427,432,"Assombrado por arrependimentos, o fantasma do passado perdura implacavelmente.",Regret,2018-12-15 10:00:00, LingeringGhost  ,Twitter, #Regret #HauntedPast                    ,18.0,35.0,France,2018,12,15,10
428,433,"Dilacerados pela dor, os ecos da perda reverberam pela alma.",Luto,2015-06-28 21:15:00, EchoesOfLoss    ,Facebook, #Grief #TornApart                       ,28.0,55.0,Italy,2015,6,28,21
429,434,"O isolamento se aprofunda, um inverno emocional onde o calor é apenas uma memória distante.",Isolamento,2020-04-02 14:20:00, WinterOfEmotions ,Instagram, #Isolation #EmotionalWinter            ,35.0,70.0,Japan,2020,4,2,14
430,435,"Decepção esmagadora, esperanças quebradas como vidro frágil.",Decepção,2019-10-08 18:30:00, ShatteredHopes  ,Twitter, #Disappointment #CrushedHopes          ,20.0,40.0,Spain,2019,10,8,18
431,436,"Ecos dolorosos de um amor outrora acalentado, agora perdido no abismo do tempo.",Amor Perdido,2016-11-22 09:45:00, AbyssOfTime     ,Facebook, #LostLove #PainfulEchoes               ,22.0,45.0,Netherlands,2016,11,22,9
432,437,"A dor de cabeça se aprofunda, uma jornada solitária pelo abismo do desespero.",Desespero,2022-08-18 22:00:00, SolitaryDescent ,Instagram, #Despair #AbyssOfHeartache             ,40.0,80.0,South Africa,2022,8,18,22
433,438,"A melancolia perdura, uma serenata agridoce na quietude da solidão.",Melancolia,2017-03-12 23:30:00, SerenadeOfSolitude ,Twitter, #Melancholy #QuietSerenade             ,18.0,35.0,Reino Unido,2017,3,12,23
434,439,"Amargura como um veneno, infiltrando-se em cada fenda do coração ferido.",Amargura,2015-12-15 16:15:00, PoisonedHeart   ,Facebook, #Bitterness #WoundedHeart              ,25.0,50.0,Austrália,2015,12,15,16
435,440,"Exaustão emocional, o peso do mundo esmagando ombros cansados.",Exaustão,2021-09-05 13:30:00, WearySoulCrushed ,Instagram, #Exhaustion #CrushedSpirit             ,35.0,70.0,Canadá,2021,9,5,13
436,441,"Ecos dolorosos, uma sinfonia de dor tocada pelas cordas da perda.",Dó/Tristeza,2018-05-22 20:45:00, StringsOfSorrow ,Twitter, #Sorrow #SymphonyOfLoss                ,18.0,35.0,Germany,2018,5,22,20
437,442,"A escuridão desce, engolfando a alma nas sombras do desespero.",Escuridão,2016-07-10 18:20:00, SoulInShadow    ,Facebook, #Darkness #SoulEngulfed                 ,28.0,55.0,EUA,2016,7,10,18
438,443,"O desespero sussurra, o apelo silencioso por um vislumbre de esperança no abismo.",Desespero,2019-04-30 14:00:00, WhisperedDespair ,Instagram, #Desperation #GlimmerOfHope            ,22.0,45.0,France,2019,4,30,14
439,444,"Coração em ruínas, resquícios de sonhos desfeitos espalhados ao vento.",Ruínas,2022-01-08 11:30:00, DreamsInWind    ,Twitter, #Ruins #ShatteredDreams                ,20.0,40.0,Brasil,2022,1,8,11
440,445,"Despedaçados pelos ecos de um sonho despedaçado, fragmentos de esperança se espalharam.",Desolação,2017-09-10 19:15:00, DreamEchoes ,Twitter, #Desolation #ScatteredHope ,20.0,40.0,Austrália,2017,9,10,19
441,446,"Evitando os espinhos do arrependimento, caminhando descalço pelo caminho do remorso.",Regret,2022-04-18 11:30:00, RemorseWalker ,Instagram, #Regret #PathOfRemorse ,25.0,50.0,Canadá,2022,4,18,11
442,447,"No labirinto da dor, as paredes ecoam os passos da alegria perdida.",Luto,2018-12-05 21:45:00, JoyLabyrinth ,Facebook, #Grief #LostJoyFootsteps ,18.0,35.0,EUA,2018,12,5,21
443,448,"Uma alma à deriva no mar da solidão, ondas de solidão quebrando implacavelmente.",Solidão,2016-06-28 14:20:00, SolitudeSeas ,Twitter, #Loneliness #CrashingWaves ,22.0,45.0,Reino Unido,2016,6,28,14
444,449,"A amargura da traição, um gosto que permanece, manchando o paladar da confiança.",Amargura,2019-10-22 17:00:00, PalateStainer ,Instagram, #Bitterness #StainedTrust ,15.0,30.0,Germany,2019,10,22,17
445,450,"Nas ruínas da esperança, ecos de sonhos desfeitos sussurram histórias de perda.",Desolação,2021-03-15 22:45:00, HopeRuins ,Facebook, #Desolation #WhisperedLoss ,28.0,55.0,Brasil,2021,3,15,22
446,451,"Afundando como uma pedra no oceano de desgosto, cada um solta um suspiro de desespero.",Coração Partido,2017-08-10 19:30:00, OceanSinker ,Twitter, #Heartbreak #RippleOfDespair ,22.0,45.0,France,2017,8,10,19
447,452,"Lágrimas, a tinta manchando as páginas de um diário, uma prova de tristeza silenciosa.",Luto,2023-01-28 14:30:00, InkJournalist ,Instagram, #Grief #SilentTears ,30.0,60.0,India,2023,1,28,14
448,453,"No deserto da confiança perdida, reverberam os ecos das promessas quebradas.",Betrayal,2016-12-12 10:00:00, TrustWasteland ,Facebook, #Betrayal #ReverberatingPromises ,25.0,50.0,Italy,2016,12,12,10
449,454,"Evitando os cacos de sonhos desfeitos, caminhando na corda bamba da resiliência.",Resiliência,2020-07-18 15:15:00, DreamTightrope ,Twitter, #Resilience #TightropeWalk ,35.0,70.0,Japan,2020,7,18,15
450,455,"Sufocando no silêncio da solidão, onde outrora prosperaram os ecos do riso.",Isolamento,2022-05-20 20:30:00, EchoedLaughter ,Instagram, #Isolation #SilentSolitude ,30.0,60.0,South Africa,2022,5,20,20
451,456,"Assombrado pelo espectro das possibilidades perdidas, um fantasma que se recusa a desaparecer.",Regret,2019-11-08 14:45:00, PossibilityGhost ,Twitter, #Regret #FadingPossibilities ,18.0,35.0,Spain,2019,11,8,14
452,457,"No labirinto do desespero, os ecos de um coração partido reverberam interminavelmente.",Desespero,2017-03-28 22:00:00, EndlessLabyrinth ,Facebook, #Despair #EndlessReverberation ,28.0,55.0,Austrália,2017,3,28,22
453,458,"Afundando como folhas de outono no rio da tristeza, levados pela correnteza.",Dó/Tristeza,2020-09-15 18:15:00, RiverOfSorrow ,Instagram, #Sorrow #AutumnLeaves ,22.0,45.0,Canadá,2020,9,15,18
454,459,"No jardim dos sonhos desfeitos, caem pétalas, um testemunho silencioso de esperanças despedaçadas.",Desolação,2018-06-10 13:30:00, DreamGardener ,Twitter, #Desolation #ShatteredHopes ,20.0,40.0,Reino Unido,2018,6,10,13
455,460,"Lágrimas, a moeda da dor, gasta no mercado do amor e da saudade perdidos.",Luto,2016-12-22 21:45:00, CurrencyOfTears ,Facebook, #Grief #LostLoveLonging ,25.0,50.0,EUA,2016,12,22,21
456,461,"Vagando no labirinto da traição, as paredes se fechando a cada curva errada.",Betrayal,2021-01-05 16:20:00, MazeWanderer ,Instagram, #Betrayal #ClosingWalls ,15.0,30.0,Germany,2021,1,5,16
457,462,"Uma alma resistida pela tempestade do desgosto, buscando refúgio na calmaria que se seguiu.",Coração Partido,2019-04-18 11:00:00, StormSeeker ,Twitter, #Heartbreak #CalmAfterStorm ,22.0,45.0,Brasil,2019,4,18,11
458,463,"Na tapeçaria do desespero, fios de esperança se desenrolam, deixando um retrato de tristeza.",Desespero,2017-08-28 19:30:00, TapestrySorrow ,Facebook, #Despair #UnraveledHope ,18.0,35.0,India,2017,8,28,19
459,464,"Como uma rosa murcha no jardim do amor, as pétalas caem, uma rendição silenciosa ao tempo.",Perda,2023-02-10 14:30:00, WitheredRose ,Instagram, #Loss #SilentSurrender ,28.0,55.0,France,2023,2,10,14
460,465,"No vazio da dor, ecos de uma canção de amor tocam, cada nota uma pontada de saudade.",Dor no Coração,2022-07-10 22:15:00, LoveSongEcho ,Instagram, #Heartache #LoveSongLonging ,30.0,60.0,Japan,2022,7,10,22
461,466,"Nostalgia, uma dança agridoce no salão de baile iluminado pela lua de memórias queridas.",Nostalgia,2019-05-15 21:30:00, MoonlitMemories ,Twitter, #Nostalgia #CherishedMemories ,18.0,35.0,Italy,2019,5,15,21
462,467,"Na sinfonia do luto, cada lágrima é uma nota, compondo uma melodia melancólica.",Luto,2018-11-28 14:00:00, SymphonyOfTears ,Facebook, #Grief #MelancholicMelody ,22.0,45.0,Germany,2018,11,28,14
463,468,"Traição, uma serpente venenosa deslizando pelo jardim da confiança, envenenando raízes.",Betrayal,2021-03-02 17:45:00, VenomousGarden ,Instagram, #Betrayal #PoisonedTrust ,25.0,50.0,Canadá,2021,3,2,17
464,469,"Afundando na areia movediça do desespero, quanto mais você luta, mais fundo você desce.",Desespero,2016-10-18 19:30:00, QuicksandFighter ,Twitter, #Despair #DeepDescent ,20.0,40.0,EUA,2016,10,18,19
465,470,"Vagando pelo cemitério dos sonhos perdidos, lápides marcando tristezas incalculáveis.",Desolação,2020-08-15 12:30:00, DreamCemetery ,Facebook, #Desolation #UntoldSorrows ,28.0,55.0,France,2020,8,15,12
466,471,"Levados pelo rio do arrependimento, as correntes do passado recusando-se a libertar-se.",Regret,2017-04-28 16:20:00, RegretRiver ,Instagram, #Regret #PastCurrents ,18.0,35.0,Reino Unido,2017,4,28,16
467,472,"Sussurros de amor perdido permanecem no sótão do coração, esquecidos, mas não apagados.",Perda,2019-09-10 21:00:00, HeartAttic ,Twitter, #Loss #ForgottenLove ,22.0,45.0,Austrália,2019,9,10,21
468,473,"Na galeria das promessas quebradas, cada voto quebrado emoldurado, uma dolorosa exposição.",Betrayal,2022-01-28 13:45:00, PromiseGallery ,Facebook, #Betrayal #ShatteredVows ,15.0,30.0,Brasil,2022,1,28,13
469,474,"Os ecos da solidão, uma conversa silenciosa entre uma alma e as suas sombras.",Solidão,2016-06-15 22:30:00, EchoedConversation ,Instagram, #Solitude #ShadowConversation ,30.0,60.0,Spain,2016,6,15,22
470,475,"Dançando sob o sol, cada passo é uma celebração da alegria encontrada em momentos simples.",Alegria,2021-08-20 15:45:00, SunshineDancer ,Instagram, #Joy #SimpleMoments ,40.0,80.0,EUA,2021,8,20,15
471,476,"O riso ecoa no ar, um coro de felicidade que eleva o espírito.",Felicidade,2018-04-12 18:30:00, EchoedLaughter ,Twitter, #Happiness #SpiritLifter ,35.0,70.0,Canadá,2018,4,12,18
472,477,"No jardim do contentamento, cada flor sussurra histórias de paz interior e alegria.",Contentamento,2022-02-15 12:20:00, GardenOfJoy ,Facebook, #Contentment #InnerPeace ,25.0,50.0,Reino Unido,2022,2,15,12
473,478,"Perseguindo sonhos sob um céu vibrante, uma jornada alimentada por esperança e entusiasmo.",Entusiasmo,2019-10-28 14:15:00, DreamChaser ,Instagram, #Enthusiasm #HopefulJourney ,30.0,60.0,Austrália,2019,10,28,14
474,479,"Fazendo uma serenata para as estrelas com o coração cheio de gratidão, uma melodia de agradecimento.",Gratitude,2017-12-22 21:00:00, StarSerenader ,Twitter, #Gratitude #ThankfulMelody ,22.0,45.0,India,2017,12,22,21
475,480,"Aproveitando o brilho da realização, cada marco é um trampolim para a felicidade.",Conquista,2020-06-10 17:30:00, GlowAchiever ,Facebook, #Accomplishment #HappinessMilestone ,28.0,55.0,Germany,2020,6,10,17
476,481,"Na dança da positividade, cada passo é um ritmo, elevando a alma em harmonia.",Positividade,2016-09-18 19:45:00, DanceHarmony ,Instagram, #Positivity #SoulUpliftment ,18.0,35.0,France,2016,9,18,19
477,482,"Transbordando de alegria, uma xícara de risada compartilhada com os amigos, um momento valorizado.",Alegria,2023-03-10 14:30:00, LaughterCup ,Twitter, #Joy #CherishedMoment ,20.0,40.0,Japan,2023,3,10,14
478,483,"Envolto no calor da bondade, uma colcha de compaixão costurada com amor.",Gentileza,2019-05-05 12:15:00, QuiltedCompassion ,Facebook, #Kindness #LoveStitches ,25.0,50.0,Brasil,2019,5,5,12
479,484,"No jardim das amizades, cada flor floresce um testemunho da beleza da camaradagem.",Amizade,2018-08-28 16:00:00, FriendshipGarden ,Instagram, #Friendship #CamaraderieBlooms ,30.0,60.0,South Africa,2018,8,28,16
480,485,"No abraço do amor, cada batida do coração é uma melodia, dançando ao ritmo do carinho.",Amor,2022-11-15 20:45:00, MelodyOfLove ,Twitter, #Love #RhythmOfAffection ,35.0,70.0,EUA,2022,11,15,20
481,486,"Rodeada pelas cores da alegria, uma tela pintada de risos e sorrisos sem fim.",Alegria,2019-07-02 17:00:00, ColorfulLaughter ,Instagram, #Joy #EndlessSmiles ,40.0,80.0,Canadá,2019,7,2,17
482,487,"Na sinfonia de excitação, cada nota é uma explosão de energia, inflamando a alma com fervor.",Excitement,2021-04-18 14:20:00, SymphonyFervor ,Facebook, #Excitement #IgnitedSoul ,30.0,60.0,Reino Unido,2021,4,18,14
483,488,"Um presente surpresa, embrulhado em antecipação, revela um momento de deleite e admiração.",Surpresa,2023-02-05 19:30:00, WrappedDelight ,Twitter, #Surprise #WonderfulMoment ,25.0,50.0,Austrália,2023,2,5,19
484,489,"Perdido no labirinto da curiosidade, cada reviravolta revela os tesouros da descoberta.",Curiosidade,2018-09-22 12:45:00, MazeDiscovery ,Instagram, #Curiosity #TreasuresOfDiscovery ,22.0,45.0,India,2018,9,22,12
485,490,"Flutuando em nuvens de gratidão, cada gota de chuva é uma bênção, uma chuva de agradecimento.",Gratitude,2016-12-10 21:15:00, CloudsOfBlessings ,Facebook, #Gratitude #ShowerOfThankfulness ,28.0,55.0,Germany,2016,12,10,21
486,491,"Como um cometa de inspiração, atravessando o céu da criatividade, deixando rastros de brilho.",Inspiração,2020-05-28 16:00:00, CometCreativity ,Twitter, #Inspiration #BrilliantTrails ,18.0,35.0,France,2020,5,28,16
487,492,"Na celebração do sucesso, fogos de artifício de realizações iluminam o céu noturno de triunfo.",Sucesso,2017-11-15 22:30:00, FireworksTriumph ,Instagram, #Success #NightSkyTriumph ,22.0,45.0,Japan,2017,11,15,22
488,493,"Uma sinfonia de risadas, cada nota é uma chave para destrancar a porta da felicidade sem limites.",Felicidade,2021-08-02 19:00:00, LaughterSymphony ,Facebook, #Happiness #BoundlessLaughter ,30.0,60.0,Brasil,2021,8,2,19
489,494,"No carnaval de emoções, a montanha-russa de emoções leva o coração a um passeio selvagem.",Epolgação,2019-03-28 15:30:00, EmotionCarnival ,Instagram, #Thrill #WildHeartRide ,35.0,70.0,South Africa,2019,3,28,15
490,495,"Diante da imponência da Torre Eiffel, um momento para refletir sobre a beleza dos sonhos parisienses.",Reflexão,2018-05-12 17:30:00, ParisDreamer ,Twitter, #Reflection #ParisianDreams ,28.0,55.0,France,2018,5,12,17
491,496,"Perdidos no encanto da Disneylândia, cada um embarca numa viagem ao reino das fantasias infantis.",Encantamento,2022-09-28 15:45:00, DisneylandExplorer ,Instagram, #Enchantment #ChildhoodFantasies ,30.0,60.0,EUA,2022,9,28,15
492,497,"Explorando as maravilhas do Ferrari World, o rugido dos motores cria uma sinfonia de velocidade.",Excitement,2019-11-10 14:00:00, FerrariSpeedster ,Facebook, #Excitement #SymphonyOfSpeed ,22.0,45.0,Italy,2019,11,10,14
493,498,"Em meio aos campos de tulipas de Keukenhof, uma tapeçaria de cores que pinta a alma com a alegria primaveril.",Alegria,2021-04-02 18:20:00, KeukenhofAdventurer ,Instagram, #Joy #SpringtimeColors ,35.0,70.0,Netherlands,2021,4,2,18
494,499,"Vagando pelas ruas históricas de Kyoto, cada passo é uma viagem ao coração das tradições do Japão.",Exploração,2017-08-22 21:30:00, KyotoAdventurer ,Twitter, #Exploration #JapaneseTraditions ,18.0,35.0,Japan,2017,8,22,21
495,500,"Nos braços do Grand Canyon, obra-prima da natureza, um momento para maravilhar-se com a grandeza da Terra.",Deslumbramento,2020-06-15 16:45:00, CanyonMarveler ,Instagram, #Awe #EarthsGrandeur ,25.0,50.0,EUA,2020,6,15,16
496,501,"Viajando pela serenidade de Santorini, onde cada pôr do sol pinta o céu com tons de tranquilidade.",Serenidade,2016-09-10 19:15:00, SantoriniTraveler ,Facebook, #Serenity #SunsetHues ,22.0,45.0,Greece,2016,9,10,19
497,502,"Surpreenda-se com as maravilhas arquitetônicas de Petra, cada pedra contando histórias de uma civilização antiga.",Espanto,2023-01-28 13:00:00, PetraExplorer ,Twitter, #Amazement #AncientTales ,30.0,60.0,Jordan,2023,1,28,13
498,503,"Embarcando em um passeio de gôndola em Veneza, cada canal refletindo o romance desta cidade atemporal.",Romance,2019-04-18 16:30:00, VeniceRomantic ,Instagram, #Romance #TimelessCity ,20.0,40.0,Italy,2019,4,18,16
499,504,"No cume de Machu Picchu, um panorama deslumbrante que sussurra os segredos de civilizações antigas.",Deslumbramento,2017-11-05 22:00:00, MachuPicchuAdventurer ,Facebook, #Awe #AncientCivilizations ,28.0,55.0,Peru,2017,11,5,22
500,505,"No coração da cidade de Nova York, a Times Square deslumbra com as luzes, um espetáculo vibrante de energia urbana.",Excitement,2022-07-20 21:45:00, TimesSquareExplorer ,Instagram, #Excitement #UrbanEnergy ,35.0,70.0,EUA,2022,7,20,21
501,506,"Cativado pelo encanto histórico do Coliseu, cada pedra ecoa histórias do valor dos gladiadores.",Fascínio,2018-03-15 17:30:00, ColosseumAdventurer ,Twitter, #Captivation #GladiatorTales ,25.0,50.0,Italy,2018,3,15,17
502,507,"Navegando pelas águas azuis das Maldivas, cada onda é um sussurro de serenidade no paraíso.",Serenidade,2019-10-28 14:15:00, MaldivesSailor ,Facebook, #Serenity #ParadiseWhispers ,22.0,45.0,Maldives,2019,10,28,14
503,508,"No meio da floresta amazônica, uma sinfonia de vida selvagem cria uma orquestra de maravilhas da natureza.",Maravilha,2021-06-10 16:00:00, AmazonExplorer ,Instagram, #Wonder #NatureOrchestra ,30.0,60.0,Brasil,2021,6,10,16
504,509,"Caminhando pela Grande Muralha da China, cada passo é uma prova de maravilhas da engenharia antiga.",Deslumbramento,2017-08-18 19:30:00, GreatWallWalker ,Twitter, #Awe #EngineeringMarvels ,18.0,35.0,China,2017,8,18,19
505,510,"No cume do Monte Fuji, um nascer do sol deslumbrante que pinta o céu com tons de realização.",Conquista,2020-04-15 05:30:00, FujiSummitAchiever ,Facebook, #Accomplishment #SunriseHues ,28.0,55.0,Japan,2020,4,15,5
506,511,"Explorando as antigas ruínas de Angkor Wat, cada pedra sussurra histórias da civilização Khmer.",Exploração,2016-11-22 13:00:00, AngkorWatAdventurer ,Instagram, #Exploration #KhmerStories ,20.0,40.0,Cambodia,2016,11,22,13
507,512,"Esquiando pelas encostas dos Alpes Suíços, cada um dança com a majestade dos picos cobertos de neve.",Aventura,2019-01-10 14:45:00, AlpsSkiAdventurer ,Twitter, #Adventure #SnowPeakDance ,22.0,45.0,Switzerland,2019,1,10,14
